country;year;sex;age;suicides_no;population;suicides/100k pop;country-year;HDI for year;  gdp_for_year ($)  ;gdp_per_capita ($);generation
Croatia;1995;female;5-14 years;1;313.800;0;Croatia1995;0,69; $22.387.561.845 ; $4.978,00 ;Millenials
Croatia;2000;female;5-14 years;0;295.200;0;Croatia2000;0,75; $21.774.273.832 ; $5.288,00 ;Millenials
Croatia;2002;female;5-14 years;0;252.500;0;Croatia2002;; $26.878.499.206 ; $6.373,00 ;Millenials
Croatia;2002;male;5-14 years;0;264.700;0;Croatia2002;; $26.878.499.206 ; $6.373,00 ;Millenials
Croatia;2005;female;5-14 years;0;244.865;0;Croatia2005;0,78; $45.416.358.502 ; $10.722,00 ;Millenials
Croatia;2009;female;5-14 years;0;226.998;0;Croatia2009;; $62.703.143.057 ; $14.872,00 ;Generation Z
Croatia;2010;male;5-14 years;0;234.533;0;Croatia2010;0,81; $59.829.574.391 ; $14.232,00 ;Generation Z
Croatia;2011;female;5-14 years;0;217.835;0;Croatia2011;0,81; $62.375.044.443 ; $14.890,00 ;Generation Z
Croatia;2013;female;5-14 years;0;204.491;0;Croatia2013;0,82; $58.085.856.019 ; $14.362,00 ;Generation Z
Croatia;2014;male;5-14 years;0;213.874;0;Croatia2014;0,82; $57.629.518.806 ; $14.299,00 ;Generation Z
Cuba;1993;male;75+ years;257;192.900;133;Cuba1993;; $22.367.254.865 ; $2.236,00 ;G.I. Generation
Cuba;1994;male;75+ years;246;196.500;125;Cuba1994;; $28.448.326.757 ; $2.820,00 ;G.I. Generation
Cuba;1995;male;75+ years;248;199.400;124;Cuba1995;0,65; $30.429.803.651 ; $2.993,00 ;G.I. Generation
Cuba;1998;male;75+ years;253;204.881;123;Cuba1998;; $25.736.331.247 ; $2.497,00 ;G.I. Generation
Cuba;1992;male;75+ years;227;188.700;120;Cuba1992;; $22.085.858.243 ; $2.227,00 ;G.I. Generation
Cuba;1997;male;75+ years;240;203.095;118;Cuba1997;; $25.366.200.000 ; $2.472,00 ;G.I. Generation
Cuba;1996;male;75+ years;228;201.400;113;Cuba1996;; $25.017.300.000 ; $2.443,00 ;G.I. Generation
Cuba;1999;male;75+ years;226;206.274;110;Cuba1999;; $28.364.615.242 ; $2.741,00 ;G.I. Generation
Cuba;2000;male;75+ years;204;207.568;98;Cuba2000;0,69; $30.565.400.000 ; $2.940,00 ;G.I. Generation
Cuba;2002;male;75+ years;198;216.029;92;Cuba2002;; $33.590.500.000 ; $3.205,00 ;Silent
Cuba;2001;male;75+ years;192;211.923;91;Cuba2001;; $31.682.400.000 ; $3.037,00 ;Silent
Cuba;2003;male;75+ years;194;219.899;88;Cuba2003;; $35.901.200.000 ; $3.409,00 ;Silent
Cuba;2006;male;75+ years;205;234.264;88;Cuba2006;; $52.742.800.000 ; $4.951,00 ;Silent
Cuba;2012;male;75+ years;245;283.396;86;Cuba2012;0,77; $73.141.000.000 ; $6.791,00 ;Silent
Cuba;2011;male;75+ years;236;273.331;86;Cuba2011;0,78; $68.990.000.000 ; $6.419,00 ;Silent
Cuba;2005;male;75+ years;191;226.455;84;Cuba2005;0,73; $42.643.836.075 ; $4.017,00 ;Silent
Cuba;2004;male;75+ years;187;223.380;84;Cuba2004;; $38.203.000.000 ; $3.611,00 ;Silent
Cuba;2015;male;75+ years;257;312.547;82;Cuba2015;; $87.132.800.000 ; $8.044,00 ;Silent
Cuba;2009;male;75+ years;210;255.440;82;Cuba2009;; $62.080.000.000 ; $5.797,00 ;Silent
Cuba;2008;male;75+ years;199;248.256;80;Cuba2008;; $60.806.300.000 ; $5.686,00 ;Silent
Cuba;2010;male;75+ years;206;263.320;78;Cuba2010;0,78; $64.328.000.000 ; $5.997,00 ;Silent
Cuba;2007;male;75+ years;186;241.393;77;Cuba2007;; $58.603.900.000 ; $5.488,00 ;Silent
Cuba;2013;male;75+ years;216;293.384;74;Cuba2013;0,77; $77.148.000.000 ; $7.148,00 ;Silent
Cuba;2014;male;75+ years;221;303.110;73;Cuba2014;0,77; $80.656.100.000 ; $7.459,00 ;Silent
Cuba;1994;male;55-74 years;401;681.200;59;Cuba1994;; $28.448.326.757 ; $2.820,00 ;Silent
Cuba;1993;male;55-74 years;382;666.000;57;Cuba1993;; $22.367.254.865 ; $2.236,00 ;Silent
Cuba;1998;male;55-74 years;395;735.235;54;Cuba1998;; $25.736.331.247 ; $2.497,00 ;Silent
Cuba;1995;male;55-74 years;372;697.500;53;Cuba1995;0,65; $30.429.803.651 ; $2.993,00 ;Silent
Cuba;1992;male;55-74 years;347;652.400;53;Cuba1992;; $22.085.858.243 ; $2.227,00 ;Silent
Cuba;1997;male;55-74 years;353;719.479;49;Cuba1997;; $25.366.200.000 ; $2.472,00 ;Silent
Cuba;1999;male;55-74 years;365;751.707;49;Cuba1999;; $28.364.615.242 ; $2.741,00 ;Silent
Cuba;1996;male;55-74 years;344;715.100;48;Cuba1996;; $25.017.300.000 ; $2.443,00 ;Silent
Cuba;2001;male;55-74 years;333;783.077;43;Cuba2001;; $31.682.400.000 ; $3.037,00 ;Silent
Cuba;2000;male;55-74 years;318;769.143;41;Cuba2000;0,69; $30.565.400.000 ; $2.940,00 ;Silent
Cuba;1993;female;75+ years;84;208.800;40;Cuba1993;; $22.367.254.865 ; $2.236,00 ;G.I. Generation
Cuba;2013;male;55-74 years;401;1.014.211;40;Cuba2013;0,77; $77.148.000.000 ; $7.148,00 ;Boomers
Cuba;2004;male;55-74 years;326;833.139;39;Cuba2004;; $38.203.000.000 ; $3.611,00 ;Silent
Cuba;2010;male;55-74 years;374;972.763;38;Cuba2010;0,78; $64.328.000.000 ; $5.997,00 ;Silent
Cuba;1993;female;55-74 years;262;685.000;38;Cuba1993;; $22.367.254.865 ; $2.236,00 ;Silent
Cuba;2015;male;55-74 years;394;1.064.263;37;Cuba2015;; $87.132.800.000 ; $8.044,00 ;Boomers
Cuba;2007;male;55-74 years;329;899.694;37;Cuba2007;; $58.603.900.000 ; $5.488,00 ;Silent
Cuba;2002;male;55-74 years;291;798.053;36;Cuba2002;; $33.590.500.000 ; $3.205,00 ;Silent
Cuba;2006;male;55-74 years;318;875.342;36;Cuba2006;; $52.742.800.000 ; $4.951,00 ;Silent
Cuba;2012;male;55-74 years;357;1.000.596;36;Cuba2012;0,77; $73.141.000.000 ; $6.791,00 ;Boomers
Cuba;2003;male;55-74 years;289;814.547;35;Cuba2003;; $35.901.200.000 ; $3.409,00 ;Silent
Cuba;2011;male;55-74 years;345;987.980;35;Cuba2011;0,78; $68.990.000.000 ; $6.419,00 ;Boomers
Cuba;1992;female;75+ years;70;202.100;35;Cuba1992;; $22.085.858.243 ; $2.227,00 ;G.I. Generation
Cuba;2008;male;55-74 years;320;925.603;35;Cuba2008;; $60.806.300.000 ; $5.686,00 ;Silent
Cuba;2014;male;55-74 years;348;1.034.381;34;Cuba2014;0,77; $80.656.100.000 ; $7.459,00 ;Boomers
Cuba;2009;male;55-74 years;318;950.445;33;Cuba2009;; $62.080.000.000 ; $5.797,00 ;Silent
Cuba;1999;male;35-54 years;495;1.481.391;33;Cuba1999;; $28.364.615.242 ; $2.741,00 ;Boomers
Cuba;1994;female;55-74 years;229;702.600;33;Cuba1994;; $28.448.326.757 ; $2.820,00 ;Silent
Cuba;1997;male;35-54 years;446;1.376.101;32;Cuba1997;; $25.366.200.000 ; $2.472,00 ;Boomers
Cuba;2005;male;55-74 years;269;854.212;31;Cuba2005;0,73; $42.643.836.075 ; $4.017,00 ;Silent
Cuba;1994;male;35-54 years;399;1.269.100;31;Cuba1994;; $28.448.326.757 ; $2.820,00 ;Boomers
Cuba;1992;female;55-74 years;210;669.000;31;Cuba1992;; $22.085.858.243 ; $2.227,00 ;Silent
Cuba;1995;female;75+ years;68;219.900;31;Cuba1995;0,65; $30.429.803.651 ; $2.993,00 ;G.I. Generation
Cuba;1996;male;35-54 years;403;1.324.700;30;Cuba1996;; $25.017.300.000 ; $2.443,00 ;Boomers
Cuba;1992;male;35-54 years;376;1.246.800;30;Cuba1992;; $22.085.858.243 ; $2.227,00 ;Boomers
Cuba;1993;male;35-54 years;371;1.255.300;30;Cuba1993;; $22.367.254.865 ; $2.236,00 ;Boomers
Cuba;1995;male;35-54 years;374;1.291.700;29;Cuba1995;0,65; $30.429.803.651 ; $2.993,00 ;Boomers
Cuba;1998;male;35-54 years;413;1.427.872;29;Cuba1998;; $25.736.331.247 ; $2.497,00 ;Boomers
Cuba;1994;female;75+ years;61;214.900;28;Cuba1994;; $28.448.326.757 ; $2.820,00 ;G.I. Generation
Cuba;2000;male;35-54 years;432;1.534.285;28;Cuba2000;0,69; $30.565.400.000 ; $2.940,00 ;Boomers
Cuba;1998;female;75+ years;72;256.481;28;Cuba1998;; $25.736.331.247 ; $2.497,00 ;G.I. Generation
Cuba;1996;female;75+ years;61;223.800;27;Cuba1996;; $25.017.300.000 ; $2.443,00 ;G.I. Generation
Cuba;1997;female;75+ years;65;252.298;26;Cuba1997;; $25.366.200.000 ; $2.472,00 ;G.I. Generation
Cuba;2010;male;35-54 years;476;1.899.890;25;Cuba2010;0,78; $64.328.000.000 ; $5.997,00 ;Generation X
Cuba;1995;male;25-34 years;276;1.113.600;25;Cuba1995;0,65; $30.429.803.651 ; $2.993,00 ;Generation X
Cuba;2002;male;35-54 years;400;1.633.177;24;Cuba2002;; $33.590.500.000 ; $3.205,00 ;Boomers
Cuba;2001;male;35-54 years;385;1.583.873;24;Cuba2001;; $31.682.400.000 ; $3.037,00 ;Boomers
Cuba;2004;male;35-54 years;416;1.726.038;24;Cuba2004;; $38.203.000.000 ; $3.611,00 ;Boomers
Cuba;2003;male;35-54 years;404;1.681.089;24;Cuba2003;; $35.901.200.000 ; $3.409,00 ;Boomers
Cuba;1999;male;25-34 years;267;1.112.441;24;Cuba1999;; $28.364.615.242 ; $2.741,00 ;Generation X
Cuba;1995;female;55-74 years;171;722.000;24;Cuba1995;0,65; $30.429.803.651 ; $2.993,00 ;Silent
Cuba;1993;male;25-34 years;245;1.042.700;24;Cuba1993;; $22.367.254.865 ; $2.236,00 ;Boomers
Cuba;1994;male;25-34 years;252;1.083.200;23;Cuba1994;; $28.448.326.757 ; $2.820,00 ;Boomers
Cuba;1999;female;55-74 years;182;784.857;23;Cuba1999;; $28.364.615.242 ; $2.741,00 ;Silent
Cuba;2011;male;35-54 years;441;1.909.690;23;Cuba2011;0,78; $68.990.000.000 ; $6.419,00 ;Generation X
Cuba;2002;female;75+ years;63;275.561;23;Cuba2002;; $33.590.500.000 ; $3.205,00 ;Silent
Cuba;2013;male;35-54 years;436;1.911.139;23;Cuba2013;0,77; $77.148.000.000 ; $7.148,00 ;Generation X
Cuba;2000;male;25-34 years;248;1.087.049;23;Cuba2000;0,69; $30.565.400.000 ; $2.940,00 ;Generation X
Cuba;2009;male;35-54 years;428;1.884.290;23;Cuba2009;; $62.080.000.000 ; $5.797,00 ;Boomers
Cuba;1999;female;75+ years;59;260.459;23;Cuba1999;; $28.364.615.242 ; $2.741,00 ;G.I. Generation
Cuba;1998;female;55-74 years;172;769.230;22;Cuba1998;; $25.736.331.247 ; $2.497,00 ;Silent
Cuba;2015;male;35-54 years;418;1.879.569;22;Cuba2015;; $87.132.800.000 ; $8.044,00 ;Generation X
Cuba;1992;female;15-24 years;231;1.040.500;22;Cuba1992;; $22.085.858.243 ; $2.227,00 ;Generation X
Cuba;1996;male;25-34 years;249;1.133.100;22;Cuba1996;; $25.017.300.000 ; $2.443,00 ;Generation X
Cuba;2005;male;35-54 years;387;1.767.040;22;Cuba2005;0,73; $42.643.836.075 ; $4.017,00 ;Boomers
Cuba;2008;male;35-54 years;407;1.862.869;22;Cuba2008;; $60.806.300.000 ; $5.686,00 ;Boomers
Cuba;1997;male;25-34 years;246;1.140.753;22;Cuba1997;; $25.366.200.000 ; $2.472,00 ;Generation X
Cuba;2012;male;35-54 years;412;1.913.864;22;Cuba2012;0,77; $73.141.000.000 ; $6.791,00 ;Generation X
Cuba;2014;male;35-54 years;409;1.899.900;22;Cuba2014;0,77; $80.656.100.000 ; $7.459,00 ;Generation X
Cuba;2006;male;35-54 years;388;1.804.028;22;Cuba2006;; $52.742.800.000 ; $4.951,00 ;Boomers
Cuba;1992;male;25-34 years;214;995.700;21;Cuba1992;; $22.085.858.243 ; $2.227,00 ;Boomers
Cuba;1997;female;55-74 years;162;754.121;21;Cuba1997;; $25.366.200.000 ; $2.472,00 ;Silent
Cuba;1996;female;55-74 years;157;743.000;21;Cuba1996;; $25.017.300.000 ; $2.443,00 ;Silent
Cuba;2000;female;75+ years;55;264.516;21;Cuba2000;0,69; $30.565.400.000 ; $2.940,00 ;G.I. Generation
Cuba;1998;male;25-34 years;232;1.130.866;21;Cuba1998;; $25.736.331.247 ; $2.497,00 ;Generation X
Cuba;2007;male;35-54 years;370;1.836.069;20;Cuba2007;; $58.603.900.000 ; $5.488,00 ;Boomers
Cuba;2001;male;25-34 years;212;1.054.015;20;Cuba2001;; $31.682.400.000 ; $3.037,00 ;Generation X
Cuba;1992;female;35-54 years;256;1.278.000;20;Cuba1992;; $22.085.858.243 ; $2.227,00 ;Boomers
Cuba;1993;female;35-54 years;254;1.289.600;20;Cuba1993;; $22.367.254.865 ; $2.236,00 ;Boomers
Cuba;2002;male;25-34 years;189;1.015.237;19;Cuba2002;; $33.590.500.000 ; $3.205,00 ;Generation X
Cuba;1992;female;25-34 years;183;989.700;18;Cuba1992;; $22.085.858.243 ; $2.227,00 ;Boomers
Cuba;2000;female;55-74 years;147;801.109;18;Cuba2000;0,69; $30.565.400.000 ; $2.940,00 ;Silent
Cuba;1995;female;35-54 years;241;1.330.000;18;Cuba1995;0,65; $30.429.803.651 ; $2.993,00 ;Boomers
Cuba;1994;female;35-54 years;235;1.305.600;18;Cuba1994;; $28.448.326.757 ; $2.820,00 ;Boomers
Cuba;2003;male;25-34 years;174;972.263;18;Cuba2003;; $35.901.200.000 ; $3.409,00 ;Generation X
Cuba;1995;female;15-24 years;162;906.300;18;Cuba1995;0,65; $30.429.803.651 ; $2.993,00 ;Generation X
Cuba;1993;female;15-24 years;178;997.100;18;Cuba1993;; $22.367.254.865 ; $2.236,00 ;Generation X
Cuba;1993;female;25-34 years;179;1.030.700;17;Cuba1993;; $22.367.254.865 ; $2.236,00 ;Boomers
Cuba;2009;male;25-34 years;122;726.718;17;Cuba2009;; $62.080.000.000 ; $5.797,00 ;Generation X
Cuba;2006;male;25-34 years;138;838.869;16;Cuba2006;; $52.742.800.000 ; $4.951,00 ;Generation X
Cuba;2001;female;55-74 years;133;814.327;16;Cuba2001;; $31.682.400.000 ; $3.037,00 ;Silent
Cuba;2001;female;75+ years;44;270.115;16;Cuba2001;; $31.682.400.000 ; $3.037,00 ;Silent
Cuba;2005;female;75+ years;47;291.039;16;Cuba2005;0,73; $42.643.836.075 ; $4.017,00 ;Silent
Cuba;2004;male;25-34 years;149;927.154;16;Cuba2004;; $38.203.000.000 ; $3.611,00 ;Generation X
Cuba;2003;female;75+ years;45;280.928;16;Cuba2003;; $35.901.200.000 ; $3.409,00 ;Silent
Cuba;1997;female;35-54 years;216;1.349.406;16;Cuba1997;; $25.366.200.000 ; $2.472,00 ;Boomers
Cuba;1994;female;15-24 years;152;951.400;16;Cuba1994;; $28.448.326.757 ; $2.820,00 ;Generation X
Cuba;2011;male;25-34 years;113;707.701;16;Cuba2011;0,78; $68.990.000.000 ; $6.419,00 ;Millenials
Cuba;2007;female;75+ years;49;310.509;16;Cuba2007;; $58.603.900.000 ; $5.488,00 ;Silent
Cuba;2005;male;25-34 years;136;882.091;15;Cuba2005;0,73; $42.643.836.075 ; $4.017,00 ;Generation X
Cuba;1998;female;35-54 years;215;1.403.788;15;Cuba1998;; $25.736.331.247 ; $2.497,00 ;Boomers
Cuba;1992;male;15-24 years;164;1.085.500;15;Cuba1992;; $22.085.858.243 ; $2.227,00 ;Generation X
Cuba;2012;male;25-34 years;108;718.645;15;Cuba2012;0,77; $73.141.000.000 ; $6.791,00 ;Millenials
Cuba;1995;female;25-34 years;161;1.090.200;15;Cuba1995;0,65; $30.429.803.651 ; $2.993,00 ;Generation X
Cuba;2004;female;55-74 years;127;861.682;15;Cuba2004;; $38.203.000.000 ; $3.611,00 ;Silent
Cuba;1996;female;35-54 years;201;1.364.200;15;Cuba1996;; $25.017.300.000 ; $2.443,00 ;Boomers
Cuba;1994;female;25-34 years;156;1.065.200;15;Cuba1994;; $28.448.326.757 ; $2.820,00 ;Boomers
Cuba;1993;male;15-24 years;152;1.039.900;15;Cuba1993;; $22.367.254.865 ; $2.236,00 ;Generation X
Cuba;1995;male;15-24 years;138;944.700;15;Cuba1995;0,65; $30.429.803.651 ; $2.993,00 ;Generation X
Cuba;2002;female;55-74 years;120;828.394;14;Cuba2002;; $33.590.500.000 ; $3.205,00 ;Silent
Cuba;2010;male;25-34 years;102;710.089;14;Cuba2010;0,78; $64.328.000.000 ; $5.997,00 ;Generation X
Cuba;2003;female;55-74 years;121;843.896;14;Cuba2003;; $35.901.200.000 ; $3.409,00 ;Silent
Cuba;1994;male;15-24 years;142;991.900;14;Cuba1994;; $28.448.326.757 ; $2.820,00 ;Generation X
Cuba;2012;female;75+ years;52;364.108;14;Cuba2012;0,77; $73.141.000.000 ; $6.791,00 ;Silent
Cuba;1996;male;15-24 years;128;899.000;14;Cuba1996;; $25.017.300.000 ; $2.443,00 ;Generation X
Cuba;2011;female;75+ years;50;352.169;14;Cuba2011;0,78; $68.990.000.000 ; $6.419,00 ;Silent
Cuba;1999;male;15-24 years;109;769.092;14;Cuba1999;; $28.364.615.242 ; $2.741,00 ;Generation X
Cuba;2010;female;55-74 years;142;1.005.594;14;Cuba2010;0,78; $64.328.000.000 ; $5.997,00 ;Silent
Cuba;2004;female;75+ years;40;286.074;14;Cuba2004;; $38.203.000.000 ; $3.611,00 ;Silent
Cuba;2015;female;75+ years;56;400.826;14;Cuba2015;; $87.132.800.000 ; $8.044,00 ;Silent
Cuba;2000;male;15-24 years;104;751.198;14;Cuba2000;0,69; $30.565.400.000 ; $2.940,00 ;Generation X
Cuba;2008;female;55-74 years;130;956.092;14;Cuba2008;; $60.806.300.000 ; $5.686,00 ;Silent
Cuba;2009;female;75+ years;44;329.543;13;Cuba2009;; $62.080.000.000 ; $5.797,00 ;Silent
Cuba;2009;female;55-74 years;131;982.121;13;Cuba2009;; $62.080.000.000 ; $5.797,00 ;Silent
Cuba;2005;female;55-74 years;117;882.355;13;Cuba2005;0,73; $42.643.836.075 ; $4.017,00 ;Silent
Cuba;2007;male;25-34 years;105;795.644;13;Cuba2007;; $58.603.900.000 ; $5.488,00 ;Generation X
Cuba;1997;male;15-24 years;111;842.786;13;Cuba1997;; $25.366.200.000 ; $2.472,00 ;Generation X
Cuba;2014;female;75+ years;51;388.520;13;Cuba2014;0,77; $80.656.100.000 ; $7.459,00 ;Silent
Cuba;1996;female;15-24 years;113;862.100;13;Cuba1996;; $25.017.300.000 ; $2.443,00 ;Generation X
Cuba;2013;female;75+ years;49;376.280;13;Cuba2013;0,77; $77.148.000.000 ; $7.148,00 ;Silent
Cuba;2013;male;25-34 years;96;738.010;13;Cuba2013;0,77; $77.148.000.000 ; $7.148,00 ;Millenials
Cuba;1998;male;15-24 years;104;800.764;13;Cuba1998;; $25.736.331.247 ; $2.497,00 ;Generation X
Cuba;2006;female;75+ years;39;301.101;13;Cuba2006;; $52.742.800.000 ; $4.951,00 ;Silent
Cuba;2014;male;25-34 years;97;758.006;13;Cuba2014;0,77; $80.656.100.000 ; $7.459,00 ;Millenials
Cuba;1999;female;35-54 years;182;1.459.750;12;Cuba1999;; $28.364.615.242 ; $2.741,00 ;Boomers
Cuba;2011;female;55-74 years;123;1.022.839;12;Cuba2011;0,78; $68.990.000.000 ; $6.419,00 ;Boomers
Cuba;2008;male;25-34 years;89;756.363;12;Cuba2008;; $60.806.300.000 ; $5.686,00 ;Generation X
Cuba;2010;female;75+ years;40;340.480;12;Cuba2010;0,78; $64.328.000.000 ; $5.997,00 ;Silent
Cuba;2008;female;75+ years;37;319.741;12;Cuba2008;; $60.806.300.000 ; $5.686,00 ;Silent
Cuba;2000;female;35-54 years;175;1.514.492;12;Cuba2000;0,69; $30.565.400.000 ; $2.940,00 ;Boomers
Cuba;1998;female;15-24 years;86;776.306;11;Cuba1998;; $25.736.331.247 ; $2.497,00 ;Generation X
Cuba;1996;female;25-34 years;121;1.105.100;11;Cuba1996;; $25.017.300.000 ; $2.443,00 ;Generation X
Cuba;2014;female;55-74 years;116;1.074.729;11;Cuba2014;0,77; $80.656.100.000 ; $7.459,00 ;Boomers
Cuba;2015;male;25-34 years;82;773.518;11;Cuba2015;; $87.132.800.000 ; $8.044,00 ;Millenials
Cuba;2013;female;55-74 years;111;1.052.791;11;Cuba2013;0,77; $77.148.000.000 ; $7.148,00 ;Boomers
Cuba;2012;female;55-74 years;107;1.037.368;10;Cuba2012;0,77; $73.141.000.000 ; $6.791,00 ;Boomers
Cuba;2001;male;15-24 years;76;746.107;10;Cuba2001;; $31.682.400.000 ; $3.037,00 ;Millenials
Cuba;2006;female;55-74 years;91;903.899;10;Cuba2006;; $52.742.800.000 ; $4.951,00 ;Silent
Cuba;2002;female;35-54 years;160;1.617.731;10;Cuba2002;; $33.590.500.000 ; $3.205,00 ;Boomers
Cuba;2000;female;25-34 years;104;1.059.128;10;Cuba2000;0,69; $30.565.400.000 ; $2.940,00 ;Generation X
Cuba;1998;female;25-34 years;108;1.101.108;10;Cuba1998;; $25.736.331.247 ; $2.497,00 ;Generation X
Cuba;1997;female;25-34 years;107;1.109.991;10;Cuba1997;; $25.366.200.000 ; $2.472,00 ;Generation X
Cuba;2015;female;55-74 years;104;1.106.391;9;Cuba2015;; $87.132.800.000 ; $8.044,00 ;Boomers
Cuba;2001;female;35-54 years;147;1.566.463;9;Cuba2001;; $31.682.400.000 ; $3.037,00 ;Boomers
Cuba;2007;female;55-74 years;87;929.079;9;Cuba2007;; $58.603.900.000 ; $5.488,00 ;Silent
Cuba;2011;male;15-24 years;75;808.772;9;Cuba2011;0,78; $68.990.000.000 ; $6.419,00 ;Millenials
Cuba;2002;male;15-24 years;68;754.841;9;Cuba2002;; $33.590.500.000 ; $3.205,00 ;Millenials
Cuba;2012;male;15-24 years;71;795.384;9;Cuba2012;0,77; $73.141.000.000 ; $6.791,00 ;Millenials
Cuba;1997;female;15-24 years;72;814.728;9;Cuba1997;; $25.366.200.000 ; $2.472,00 ;Generation X
Cuba;1999;female;15-24 years;64;747.370;9;Cuba1999;; $28.364.615.242 ; $2.741,00 ;Generation X
Cuba;1999;female;25-34 years;92;1.083.689;8;Cuba1999;; $28.364.615.242 ; $2.741,00 ;Generation X
Cuba;2002;female;25-34 years;84;989.884;8;Cuba2002;; $33.590.500.000 ; $3.205,00 ;Generation X
Cuba;2010;male;15-24 years;67;817.305;8;Cuba2010;0,78; $64.328.000.000 ; $5.997,00 ;Millenials
Cuba;2014;male;15-24 years;62;761.440;8;Cuba2014;0,77; $80.656.100.000 ; $7.459,00 ;Millenials
Cuba;2003;female;35-54 years;132;1.667.152;8;Cuba2003;; $35.901.200.000 ; $3.409,00 ;Boomers
Cuba;2003;male;15-24 years;61;772.368;8;Cuba2003;; $35.901.200.000 ; $3.409,00 ;Millenials
Cuba;2004;female;35-54 years;135;1.713.275;8;Cuba2004;; $38.203.000.000 ; $3.611,00 ;Boomers
Cuba;2004;male;15-24 years;61;790.502;8;Cuba2004;; $38.203.000.000 ; $3.611,00 ;Millenials
Cuba;2009;male;15-24 years;62;822.661;8;Cuba2009;; $62.080.000.000 ; $5.797,00 ;Millenials
Cuba;2015;male;15-24 years;56;745.157;8;Cuba2015;; $87.132.800.000 ; $8.044,00 ;Millenials
Cuba;2001;female;25-34 years;74;1.027.578;7;Cuba2001;; $31.682.400.000 ; $3.037,00 ;Generation X
Cuba;2000;female;15-24 years;51;730.939;7;Cuba2000;0,69; $30.565.400.000 ; $2.940,00 ;Generation X
Cuba;2005;male;15-24 years;56;803.964;7;Cuba2005;0,73; $42.643.836.075 ; $4.017,00 ;Millenials
Cuba;2001;female;15-24 years;48;725.348;7;Cuba2001;; $31.682.400.000 ; $3.037,00 ;Millenials
Cuba;2009;female;35-54 years;123;1.877.452;7;Cuba2009;; $62.080.000.000 ; $5.797,00 ;Boomers
Cuba;2005;female;35-54 years;114;1.755.272;6;Cuba2005;0,73; $42.643.836.075 ; $4.017,00 ;Boomers
Cuba;2006;male;15-24 years;52;815.065;6;Cuba2006;; $52.742.800.000 ; $4.951,00 ;Millenials
Cuba;2008;male;15-24 years;51;824.271;6;Cuba2008;; $60.806.300.000 ; $5.686,00 ;Millenials
Cuba;2013;male;15-24 years;47;778.739;6;Cuba2013;0,77; $77.148.000.000 ; $7.148,00 ;Millenials
Cuba;2007;male;15-24 years;49;821.914;6;Cuba2007;; $58.603.900.000 ; $5.488,00 ;Millenials
Cuba;2014;female;35-54 years;107;1.891.607;6;Cuba2014;0,77; $80.656.100.000 ; $7.459,00 ;Generation X
Cuba;2011;female;35-54 years;106;1.903.248;6;Cuba2011;0,78; $68.990.000.000 ; $6.419,00 ;Generation X
Cuba;2010;female;35-54 years;105;1.893.737;6;Cuba2010;0,78; $64.328.000.000 ; $5.997,00 ;Generation X
Cuba;2006;female;35-54 years;98;1.794.025;5;Cuba2006;; $52.742.800.000 ; $4.951,00 ;Boomers
Cuba;2015;female;35-54 years;102;1.870.168;5;Cuba2015;; $87.132.800.000 ; $8.044,00 ;Generation X
Cuba;2008;female;35-54 years;99;1.855.207;5;Cuba2008;; $60.806.300.000 ; $5.686,00 ;Boomers
Cuba;2007;female;35-54 years;93;1.827.402;5;Cuba2007;; $58.603.900.000 ; $5.488,00 ;Boomers
Cuba;2013;female;35-54 years;94;1.903.641;5;Cuba2013;0,77; $77.148.000.000 ; $7.148,00 ;Generation X
Cuba;2012;female;35-54 years;94;1.906.959;5;Cuba2012;0,77; $73.141.000.000 ; $6.791,00 ;Generation X
Cuba;2004;female;25-34 years;44;903.292;5;Cuba2004;; $38.203.000.000 ; $3.611,00 ;Generation X
Cuba;2005;female;15-24 years;36;772.943;5;Cuba2005;0,73; $42.643.836.075 ; $4.017,00 ;Millenials
Cuba;2003;female;25-34 years;43;947.698;5;Cuba2003;; $35.901.200.000 ; $3.409,00 ;Generation X
Cuba;2003;female;15-24 years;31;747.567;4;Cuba2003;; $35.901.200.000 ; $3.409,00 ;Millenials
Cuba;2005;female;25-34 years;34;858.988;4;Cuba2005;0,73; $42.643.836.075 ; $4.017,00 ;Generation X
Cuba;2002;female;15-24 years;29;732.476;4;Cuba2002;; $33.590.500.000 ; $3.205,00 ;Millenials
Cuba;2012;female;15-24 years;25;746.677;3;Cuba2012;0,77; $73.141.000.000 ; $6.791,00 ;Millenials
Cuba;2006;female;25-34 years;27;816.467;3;Cuba2006;; $52.742.800.000 ; $4.951,00 ;Generation X
Cuba;2009;female;25-34 years;23;705.886;3;Cuba2009;; $62.080.000.000 ; $5.797,00 ;Generation X
Cuba;2008;female;15-24 years;24;783.884;3;Cuba2008;; $60.806.300.000 ; $5.686,00 ;Millenials
Cuba;2004;female;15-24 years;23;762.761;3;Cuba2004;; $38.203.000.000 ; $3.611,00 ;Millenials
Cuba;2011;female;25-34 years;20;686.162;3;Cuba2011;0,78; $68.990.000.000 ; $6.419,00 ;Millenials
Cuba;2007;female;25-34 years;22;774.006;3;Cuba2007;; $58.603.900.000 ; $5.488,00 ;Generation X
Cuba;2015;female;25-34 years;21;746.139;3;Cuba2015;; $87.132.800.000 ; $8.044,00 ;Millenials
Cuba;2013;female;25-34 years;20;714.544;3;Cuba2013;0,77; $77.148.000.000 ; $7.148,00 ;Millenials
